singer,name,lyrics,moodCat
A級戰場,高腳杯,"['嘴角上揚的撫媚', '唇印殘留高腳杯', '眼神魅惑中帶點純粹', '我的心思被妳看透', '月光襯托妳的美', '擦肩而過的瞬間', '迷人香味渴望one more taste  (OHOHOH)', '也許我的壞', '對妳', '有那麼點失態', '太過 衝動', '因為想讓妳懂', '我真正的感受', '胸口的跳動', '想要 妳的所有', '今晚 妳是我的皇后', '就是現在', ""Don't be shy why you close your eyes"", 'Can you feel*4', 'Feel my love tonight', 'Oh wanna tell you', ""Don't be shy just by my side"", '妳是否也感受 感受 感受到了眼前的我', 'Feel love tonight', '嘴角上揚的撫媚', '唇印殘留高腳杯', '眼神魅惑中帶點純粹 我的心思被妳看透', '月光襯托妳的美', '擦肩而過的瞬間', '迷人香味渴望one more taste (OHOHOH', '也許我的壞', '對妳', '有那麼點失態', '太過 衝動', '因為想讓妳懂', '我真正的感受', '胸口的跳動', '想要妳的所有', '今晚妳是我的皇后', '就是現在', ""Don't be shy why you close your eyes"", 'Can you feel*4', 'Feel my love tonight', 'Oh wanna tell you', ""Don't be shy just by my side"", '妳是否也感受 感受 感受到了眼前的我', 'Feel love tonight', '時間此刻停下來', '無需多餘對白', '在妳耳邊輕聲述說我的愛', 'Girl you will live in my mind', '無可取代的存在', '就是現在*2', 'Feel love tonight', ""Don't be shy why you close your eyes"", 'Can you feel*4', 'Feel my love tonight', 'Oh wanna tell you', ""Don't be shy just by my side"", '妳是否也感受 感受 感受到了眼前的我', 'Feel love tonight']",愛
A級戰場,都有我在,"['曾經我 在人海裡漂流', '是妳伸出雙手', '此刻不再寂寞', '於是現在的我 只想要守候', '妳給的溫柔 放在了胸口', '我的世界不再沉默', '從以前的黑白街道 變成每個畫面都是', '妳的笑 妳的好', '現在只想要讓妳知道', 'I love you 不願再等待', '想擁有妳的愛 就成為妳的依賴', 'I need you 不願再分開', '說好的未來 再多的阻礙都有我在', '曾經我', '在人海裡漂流', '是妳伸出雙手', '此刻我的心 不再為了孤獨等候', '於是我', '只想要守候 妳給的溫柔', '放在了胸口', '我的世界不再沉默', '從以前的黑白街道 變成每個畫面都是', '妳的笑 妳的好', '現在只想要讓妳知道', 'I love you 不願再等待', '想擁有妳的愛 就成為妳的依賴', 'I need you 不願再分開', '說好的未來', '再多的阻礙都有我在', 'I love you 不願再等待', '想擁有妳的愛 就成為妳的依賴', 'I need you', '不願再分開', '說好的未來', '再多的阻礙都有我在', '都有我在 BABY', '不願再等待 請擁抱我的愛', '從此就不再離開', 'I need you', '不願再分開', '無論現在未來', '每當妳回頭都有我在']",愛
米拉,融化,"['你是夏天的葉片', '茂盛 我整個荒原', '握在握在握在', '握在手心裡面', '想溫暖又想 讓你飛遠', '你是雲上的藍天', '明媚我 每一個瞬間', '期待期待期待', '期待你在身邊', '卻不忍霸佔 也不忍局限', '貪戀你的隻言片語', '融化冰封冬天', '濕潤乾涸的海岸', '留戀你的回眸瞬間', '光落向地平線', '復蘇塵封的春天', '我攥在手裡面', '它化在風裡面', '溫柔我 世界無邊', '眷戀你存在的人間', '融化度日如年', '熱愛所有冷與暖', '念戀你的一切相關', '星光晃動漪漣', '彙聚成最美詩篇', '你是詩中語言', '也是完美句點', '太驚豔', '你是雲上的藍天', '明媚我 每一個瞬間', '期待期待期待', '期待你在身邊', '卻不忍霸佔 也不忍局限', '貪戀你的隻言片語', '融化冰封冬天', '濕潤乾涸的海岸', '留戀你的回眸瞬間', '光落向地平線', '復蘇塵封的春天', '我攥在手裡面', '它化在風裡面', '溫柔我 世界無邊', '眷戀你存在的人間', '融化度日如年', '熱愛所有冷與暖', '念戀你的一切相關', '星光晃動漪漣', '彙聚成最美詩篇', '你是詩中語言', '也是完美句點', '太驚豔', '貪戀你的隻言片語', '融化冰封冬天', '濕潤乾涸的海岸', '留戀你的回眸瞬間', '光落向地平線', '復蘇塵封的春天', '我攥在手裡面', '它化在風裡面', '溫柔我 世界無邊', '眷戀你存在的人間', '融化度日如年', '熱愛所有冷與暖', '念戀你的一切相關', '星光晃動漪漣', '彙聚成最美詩篇', '你是詩中語言', '也是完美句點', '太驚豔']",愛
李沁南,立冬(恆星),"['我為你閃耀', '在安靜一角', '微弱又渺小', '不去打擾', '有沒有一瞬間', '當你想我的臉', '知道我從不會變', '永不改變', '你給的光哪怕微暗', '也感到溫暖', '實現一個願望只有一次', '就是你名字', '哪天開始 哪天為止 不擔心來遲', '念念不忘 抓著不放 哪怕是荒唐', '註定我是 你的�甯P', '有千百萬種方式', '愛你是最自然的事', '有沒有一瞬間', '當你想我的臉', '知道我從不會變', '永不改變', '你給的光哪怕微暗', '也感到溫暖', '實現一個願望只有一次', '就是你名字', '哪天開始 哪天為止 不擔心來遲', '念念不忘 抓著不放 哪怕是荒唐', '註定我是 你的�甯P', '有千百萬種方式', '愛你是最自然的事', '哪天開始 哪天為止 不擔心來遲', '念念不忘 抓著不放 哪怕是荒唐', '註定我是 你的�甯P', '有千百萬種方式', '愛你是最自然的事', '有時絕對 有時後悔 都覺得珍貴', '有時燦爛 有時傷感 我安慰分擔', '是的我是 你的�甯P', '不管你要怎麼過', '我的愛為你永不落', '�甯P就是為你閃爍']",愛
譚維維,一念星空,"['駕天馬 觀蒼龍', '金嵌珍珠 銀鑲天河', '飛朱雀 載蒼穹', '神來神往九宮', '日月掌燈 玄武刻骨', '白虎唸誦 天意寫情書一封', '起筆開天 留白瞳孔', '星河盤旋 藏天真在眼中', '天生你們 御光乘風', '紫微紅塵 一道還童', '夢外是夢 起點巔峰', '低頭那時的星空 一望已回九重', '日月掌燈 玄武刻骨', '白虎唸誦 天意寫情書一封', '起筆永恆 留白瞳孔', '星河盤旋 仰望就是重逢', '天生你們 御光乘風', '紫微紅塵 一道還童', '夢外是夢 起點巔峰', '低頭那時的星空 一望已回九重', '天生我們 御光乘風', '紫微紅塵 一道行空', '夢外是夢 起點巔峰', '低頭那時的星空 一望已回九重']",愛
大籽,倒計時,"['到底怎樣才肯離開', '你的愛不乾淨我卻放不開', '腦子清醒的想逃跑', '身體卻止不住向你的方向靠', '你說別在意', 'And it was just a man thing', '你說別在意 嗯', '你一臉深情', '我愛的從來只有你', '你的表演真滑稽', '給我個機會', '體面收尾', '停下你的愛', '放我離開', '我沒有任何期待請離開', '不需要你承諾明不明白', '我沒有任何期待請離開', 'Cuase I sense for you', 'We will be coming into', '你說別在意', 'And it was just a man thing', '你說別在意 嗯', '你一臉深情', '我愛的從來只有你', '你的表演真滑稽', '給我個機會', '體面收尾', '停下你的愛', '放我離開']",愛
呂炸炸,月色無塵,"['青石板街 等落葉', '而我在等一輪皎潔 等你赴前世約', '你還未來 花怎敢謝', '我想你該懂 我的婉約', '漫漫長夜 燈不滅', '你是否有一些瞭解 我筆下的感覺', '我曾害怕 梨花似雪', '會輕易染白 你的眉睫', '月色無塵 如血的紅唇', '你傾城的一吻 暈開了我眼角淚痕', '芳草古藤 氤氳的山城', '我似霜的筆鋒 描繪不出你前世的夢', '月色無塵 如血的紅唇', '你淺嘗酒一樽 微醺了我千年的魂', '霽月清風 歸隱的笛聲', '若我與世無爭 能否擁有你絕世的容', '漫漫長夜 燈不滅', '你是否有一些瞭解 我筆下的感覺', '我曾害怕 梨花似雪', '會輕易染白 你的眉睫', '月色無塵 如血的紅唇', '你傾城的一吻 暈開了我眼角淚痕', '芳草古藤 氤氳的山城', '我似霜的筆鋒 描繪不出你前世的夢', '月色無塵 如血的紅唇', '你淺嘗酒一樽 微醺了我千年的魂', '霽月清風 歸隱的笛聲', '若我與世無爭 能否擁有你絕世的容', '月色無塵 如血的紅唇', '你淺嘗酒一樽 微醺了我千年的魂', '霽月清風 歸隱的笛聲', '若我與世無爭 能否擁有你絕世的容', '千年後 古道上 馬蹄聲', '是誰又路過 你獨守的城']",愛
韓瀟,她憑什麼後來居上,"['也許是距離太遠 吞噬了新鮮感', '你不甘寂寞的人格出現', '聊天只回一半 用語氣詞敷衍', '關於我們閉口不談', '你掩飾的太明顯 是有了新人選', '她一定溫柔體貼也浪漫', '不打擾你們圓滿 我迫不得已成全', '為什麼她 能夠替代我們的從前', '我就像絢爛的煙火被你燃燒著', '像曇花一樣 給你最短暫的快樂', '怎麼她只是經過', '卻能夠擁有 你的全世界呢', '你在權衡利弊之後讓我成為過客', '安慰我別難過 說只是小風波', '我不失落 不過只是 輸給後來者', '你掩飾的太明顯 是有了新人選', '她一定溫柔體貼也浪漫', '不打擾你們圓滿 我迫不得已成全', '為什麼她 能夠替代我們的從前', '我就像絢爛的煙火被你燃燒著', '像曇花一樣 給你最短暫的快樂', '怎麼她只是經過', '卻能夠擁有 你的全世界呢', '你在權衡利弊之後讓我成為過客', '安慰我別難過 說只是小風波', '我不失落 不過只是 輸給後來者']",愛
劉夫陽,噓,"['這幫聾子竟敢跟校長談聽感 (談聽感)', '他懂的腔調', '只有假英文', '沒有情感 (沒有情感)', '我的靈感', '給那敏感的帶來命案', '對生活態度積極', '卻對假的範兒特別陰暗', '拿著筆', '我戳爛規則的眼', '他們順從', '配合著舔', '我得用顯微鏡才能看清我的 hater 的臉', '丟了面子', '跪在那撿', '我上張碟 stand up 了廣東', ""I'm G5"", '盤旋在上空', 'Brian McKnight 級別的唱功', '把敵人葬送', '像送葬者', '押韻瘋狂得對你重創著', '局勢動盪地', '讓那膨脹的', ""像在跳著 Poppin'"", '因為中槍了', '看的電影都是藍光的', '黑粉額頭亮著紅光了', ""這種'重量'"", '類似功夫胖的', '舞台重複唱著', '嘴巴封不上的', '表情從不喪著', '我的棚陸放的', '水簾洞主掌著', '我的金箍棒呢？', 'La Di Da Di 我的屏幕放著', '聽到 808', '心花怒放了', '我們浪打浪', '像洪湖水', 'Flow 高溫', '像熔爐水', '放煙花是蔡國強', '器樂編曲是常石磊', 'I ball', 'Talk all that talk', '哥們沒用', '請你 噓', 'Rolling rolling in the deep', '那 body flip', '當我們噓', '對我 diss', '等於對太陽扔石粒', '請你噓', '你對我 diss', '等於用雞蛋砸個 Jeep', 'talk that 噓', '校長 talk that 噓 talk that motherfuxker', 'talk that 噓', '校長 talk that 噓 talk that motherfuxker', 'talk that 噓', '校長 talk that 噓 talk that motherfuxker', 'talk that 噓', '校長 talk that 噓 talk that motherfuxker', '耳朵豎起', '打著我的鼓機', '畫面如 Bob Dylan 和他的木吉他', '我們鼓勵那些 real 獨立 Artist', '去努力拿著 Mic 走出地下', '代表 True Hip-Hop', '往賭局下注', '籌碼數一下', '不顧其他', '都想孤立他', 'A to the R', '我像是 2Pac 轉世說著普通話', '把那組合押韻玩成數理化', 'Do or die', '負責把藍圖刻畫', '沒人或物能阻止他', '世俗無法把他的路同化', '用 hip-hop 來訴訟 pop', '不能怕', '腳步正踏著', '說聲 guten tag', '哥們流的血都是伏特加', 'Shxt', 'Hey hey', 'Shot get fired', 'Ay ay', '那氣氛凝住', 'Ay', '當血液凝固', '當殺意把靈魂禁錮(錮)', 'Ay', '大城市 nothing sweet', '這叢林的味道零度', '你生活在哪條高速?', ""我選擇的路是'京珠'(北京——廣州)"", '賭我輸的', '賬戶墊底', '變成了褥子', '所有的 winner 在練就之前', '或多或少也試過做 loser', ""I'm a gorilla in this fuxkin coupe"", 'Finna put up in the zoo', '哥們', 'Who', '哥們', 'Who wanna fuxk with me', 'You ass get killed', '情緒如 Chief Keef 真的怒', '讓敵人的 心裡生著怵', '以前是精氣神帶我', '現在我帶精氣神的 crew', '扛著 southside 在我的背後', '廣東 stand up 當我 say so', 'Doja Cat', '哥們 I Say So', ""不當'明星'"", '但我照樣參北斗', '生活的街道', '那依然很凶狠', '美麗的旋律', '那依然很動人', '做到優秀', '哥們不要做中等', '像咖啡壺坐飛機', '你得做(坐)頭等', '自己創業', '賣力的像個工人', '我這張專每一首都能封神', '每日三餐', '我每頓都很豐盛', 'AR 的 A&R', '級別李宗盛', '有些人到達了頂端', '卻不再努力', '所以第二年', '人氣就送人', '對消失的愛人我保持著忠誠', '我擔任著中文說唱下的重任', '看著像 boss', '實際上是傭人', 'They work like a slave', 'I work like a owner', 'Hold up hold up', ""I'm the zone"", 'I got the', 'Uh', 'I got the', 'talk that 噓', '校長 talk that 噓 talk that motherfuxker', 'talk that 噓', '校長 talk that 噓 talk that motherfuxker', 'talk that 噓', '校長 talk that 噓 talk that motherfuxker', 'talk that 噓', '校長 talk that 噓', '把那假的全都揭穿', '韻腳多到能把那筆記本給寫穿', '這裡只有娛樂圈', '但沒有樂壇', '這是決戰', 'Real talk', '不需要變化 tempo', '不會演戲的人們繼續在收著天價片酬', '當那有抱負的 artist', '捂著那地下室的肚子', '賤賣出作品', '都只為了租個大城市的住址', '踩著那滑板在', 'Kick push', '活成了危險的 pitbull', '緊握著拳頭', '自己審判', '因為沒錢去起訴', 'Phone project 1.5', '不只吃了一點苦', '那代價你得提前付', '困境把你歷練出', '做著 moves', '說著故事', '拖著 shoes', '坐著出租', '逛著都市', '固執', '走著屬於你的路', '酷', '忘掉這瘋狂的世界', '每天帶來的那些 bullshit (不適)']",愛
劉夫陽,Off Beat 哥們,"['都想把蛋糕切分', '沒人做到 this before', '不會數拍子的黑粉', '急著帶節奏', 'Put you on my flow', 'Put you on my flow', 'Put you on my flow', 'Put you on my flow', 'Ay', '左三圈', '加個右三圈', '做 Rap', '首先都得扭三圈', 'Stupid', '敲鍵盤', '發表詭辯', '等校長來了', 'Running running', '嘴唇快的像是新幹線', '黑粉準備好自尋短見', '隨便就4押', '你都沒看見', '這一幫人', 'Funny funny', '還落後在 ay', '2013 年', '我的歌曲', '你的未來', '還沒法跟上', '我的過去', 'Put you on my flow', 'Put you on my flow', 'Put you on my flow', 'Put you on my flow', 'Ay listen', '我帶領打手', '反手打領帶', 'Ay', '偶遇我的 hater 都想跳井蓋', 'Ay', '這句放鬆', '讓你搖起來', '突然我嘴巴就超速', '小心旁邊有交警在', 'Mr. 三雙', '對手都是三無(三無)', '他的衝刺', '還要慢過我的散步', '我計劃的比你們預期', '起碼前了三步', '劉備得帶著諸葛亮來對我三顧', ""為了'平台'"", ""Rapper 全倒在'彎路'"", '而書中自有黃金屋', '我錢包愛看書(看書)', '書寫快速得如篆書', '我聽 hip-hop 時', '周杰倫還在古巴比倫把漢謨拉比法典頒布', ""對'她'的愛在西元前"", '在那時', '一張盜版 CD', '能夠賣個七元錢', 'Fake rapper 盜版', '我的風格', '賺著的是泡沫錢', '被告的傾家蕩產', '終老關在監獄好多年', '巧奪天工的押韻先鋒', '角膜炎控制 hater 對我眼紅', '打開卷宗', '我走在最前', '像聽力測試', '選擇填空', '我救活 hip-hop', '殺死比賽', ""每'一周'"", '見到我', ""都得做'禮拜'"", '每一周', '都讓我的歌迷接快遞', '黑粉想帶節奏', '卻忘了我是節拍器', '你把這叫 off-beat?', 'Man you off your head', ""Ay (let's go)"", '你把這叫 off-beat?', 'Man you off your head', ""Ay (let's go)"", '幾個正反拍', ""就直接讓你 '我的天'(AR 是不是跟不上拍子)"", '你把這叫 off-beat?', 'Man you off your head', ""Ay (let's go)"", '都想把蛋糕切分', '沒人做到 this before', '不會數拍子的黑粉', '急著帶節奏', 'Put you on my flow', 'Put you on my flow', 'Put you on my flow', 'Put you on my flow', 'Ay', '麥克風的說唱樂手', '咄咄逼人', '《華爾街》的 Gordon Gekko', '放慢速度', '升級我的 Real Rap Shxt', ""Faker 急著證明自己那些 Shxt-Rap's Real"", 'Why oh Why 哥們', 'Die all Die 哥們', ""AR 你歌裡那麼多'哥們'"", '太口語化了', '哥們', '可中文 Hip-Hop 的命脈在我手裡拿著', '哥們', ""You ain't no stoppa 哥們"", '我是重量級 big poppa 哥們', '那說我實力拉的哥們', '腦錯亂得成麻花了哥們', '不懂裝懂的評論把路人都', '工具化了', '哥們', '但我是個 hardcore rapper', '不是個綜藝咖呢', '哥們', '在做 phone project', '哥們', '沒時間吃瓜', '哥們', 'Wanna rock', '哥們', '絞殺', '哥們', '他的天花板在我腳下', '哥們', '唱我的 new flow', '他們還用我的 old flow', '我右手的勾手', '把 soul 都給勾走', '不投球', '只扣', '我不 social', '不走秀', '在 SOHO 頂樓走', '這是 perfect 不是 so-so', '我輸入用搜狗', ""Cuz i'm so goat"", '我颼颼地', '搜刮著', '嗖嗖', '子彈謀殺著', '模式化加速', ""I'm done with that"", '湊數的押韻', ""I'm done with that"", '我做的創新', ""They still don't get it"", '又傷害了他們的 feel', 'Forget it', '你把這叫 off-beat?', 'Man you off your head', ""Ay (let's go)"", '你把這叫 off-beat?', 'Man you off your head', ""Ay (let's go)"", '幾個正反拍', ""就直接讓你 '我的天'(AR 是不是跟不上拍子)"", '你把這叫 off-beat?', 'Man you off your head', ""Ay (let's go)"", '都想把蛋糕切分', '沒人做到 this before', '不會數拍子的黑粉', '急著帶節奏', 'Put you on my flow', 'Put you on my flow', 'Put you on my flow', 'Put you on my flow']",喜
劉夫陽,Alive,"['上下班的擠著地鐵', '盯著手機屏幕', '看著給成功人士誇誇其談的對話節目', '聊點有的沒的', 'Jibber jabber 淨瞎扯', '有時間聽他們裝', '還不如聽 Usher', '油嘴滑舌急著裝公知', '通過扣你智商稅', '給自己漲工資', '而每個人的心裡都有一個創業公司', '想得到 respect', '就不要跪著商業融資', '給這個行業中指', '如洪水般的攻勢', '控制廣東 stand up soldiers', 'Peace up', '豎兩個手指', ""Livin' it up"", '要求真求實', '混亂的走勢', '得像 X 光一樣透視', '在這條街上', '規矩就是', '千萬別讓靈魂丟失', 'See my crew come come come', 'Your crew run run', '說的好', '但見到我', ""You ain't going do nothin' nothin'"", '不需要誰分一杯羹', '我把蛋糕', '全給吞了', '他跪著把靈魂賣了', '我站著把錢給掙了', '所以', 'Gettin by', 'Nine to 5', 'Trying hard', 'To survive', '做著那些不實際的 dreams', 'And you feeling alive', 'And you feeling alive', 'Hey', 'Gettin by', 'Nine to 5', 'Trying hard', 'To survive', '做著那些不實際的 dreams', 'And you feeling alive', 'And you feeling alive', 'Hey', '從一醒來就感到發慌', '把咖啡拿上', '在大望路的附近瞎逛', '把價值許多人一年的工資花光', '工人在高樓擦窗', '看大家都想爬到金字塔上', '卻導致人數太多塌方', '所以', '感謝這個 crazy world', '啟發了我的 crazy flow', ""Maybe 都把'消失的愛人'當我的 Baby girl"", '黑粉做著自己', '就讓老鼠做回老鼠', '把精力奉獻給夢想', ""再說聲 '多退少補'"", '朝著頂點努力', '汗水噹金錢儲蓄', '只會心念物慾的混子', '明天出局', '帶著信念', '去品鑑著', '領先佈局', ""別為了'財富自由'"", ""變成了 '金錢奴隸'"", '即使聽天注定', 'You gotta work hard', 'You gotta work smart', '像個 god 那麼做', 'Survive 那些錯誤', '做到 Top 因為', 'Be alive 不只活著', '把那話語權握著', '所以', 'Gettin by', 'Nine to 5', 'Trying hard', 'To survive', '做著那些不實際的 dreams', 'And you feeling alive', 'And you feeling alive', 'Hey', 'Gettin by', 'Nine to 5', 'Trying hard', 'To survive', '做著那些不實際的 dreams', 'And you feeling alive', 'And you feeling alive', 'Hey']",哀
劉夫陽,David Foster,"['我剛玩說唱那幾年', '最火的歌叫《A Bay Bay》', ""'AR'就是我的名字"", '從來不搞 AKA', '那時 Mai 還叫 Young Mai', 'Cee 叫 Young Cee 的 old School day', 'Freestyle 罵到對手自殘', '堅決不付手術費', '他買表看哪個貴', '我們買表看哪個對', '隨時隨地背著黑色背包', 'AJ 配著 Bape', '乾貨擺滿我的櫃', ""歌迷大喊著'再來一些'"", ""見面說 'AR Oh My God'"", ""打字說 AR 'YYDS'"", '2B', ""Workin'"", 'Verse hook', '繼續', '無情做歌機器', '就像 David Foster', '2B', ""Workin'"", 'Verse hook', '繼續', '做歌機器', '就像 David Foster', 'Ah', '有情有魂', '我心永恆 —— Celion Dion', '說唱傳奇', '但製作思路', '是師承 Quincy Jones', '進擊的巨人', '精氣神繼承', '記恨者犧牲', '氣溫急升', '這藝術能追溯到冷兵器那時代', '兜售 soul food', '就像個私廚', ""Flow so 'old school'"", ""就像是 '私塾'"", '如果司馬遷還在', '他會把這首歌寫到史記', '如果司馬遷還在', '他會給這首歌錄一個 skit', ""他會給我錄一個 'skr'"", ""再給我錄一個 'skeet'"", '發他 Clubhouse 邀請碼', '讓他搶先聽我的新專輯', '我們會根據大家提出的問題來逐個回答', '影響力像是馬斯克跟那喬布斯在對話', '如果你還不熟 David Foster', '查查看', '你會發現 Earth Wind & Fire', '和 Chaka Khan', '編曲看似簡單', '實際藏著火焰像個炕', '我嘟嘟囔囔', '都能變成了 phenomenon', '2B', 'Workin', 'Verse hook', '繼續', '無情做歌機器', '就像 David Foster', '2B', 'Workin', 'Verse hook', '繼續', '做歌機器', '就像 David Foster', 'Let me tell you something ay ay', 'Let me tell you something ay ay', '如果沒音樂 hey hey', '《I Have Nothing》ay ay', '《Through The Fire》hey hey', 'Me no liar hey', '從來沒用 ghostwriter (no)', '打口碟售賣著', '小時候在那', ""唱著 'tippin' on 4-4'"", ""我 ridin' in slo-mo"", '夜間滑行', '唱片發行', '導演夾緊 go pro', '我是說唱狠貨的 dealer', '兄弟 they act gorilla', 'Keep it realer than real 的', 'Fake rapper 最怕的 killer', ""Crusin' down the street with my 6-4"", '命中率高的像姚明的 free throw', '不像那幫 rapper 人設都虛構', '發的光大的能讓廣州極晝', '2B', ""Workin'"", 'Verse hook', '繼續', '無情做歌機器', '就像 David Foster', '2B', ""Workin'"", 'Verse hook', '繼續', '做歌機器', '就像 David Foster']",哀
劉夫陽,寫一首歌,"['05 年的冬天', '7 點半的時間', '陪我媽回到雲南建水', '趕在晚飯之前', '車 skr', '停在家的馬路邊靠著', '睡夢中被叫醒', ""'劉夫陽"", ""我們到了'"", '等著', '親戚們招待', '噓寒問暖', '客廳哪裡都是瓜子皮', '地板混亂', '畢竟', '過年的習俗', '我也只能 be cool', '拿出衣物', '到廁所洗漱完', '衝到表哥房裡寬帶上網搭起了話', '他高三我初一', '成績差不多差', '有著共同語言', '總愛跟我比遊戲', '打拳皇 97', '因為總勝我一籌', 'Shit', '聊到了近況跟愛聽的音樂', '他喜歡 X 還有 X', '還有 X', '我說那些我以前喜歡', '現在一般', '他掏出 CD 機', '說', ""'噢"", ""那你放來聽聽看'"", '我跑回臥室', '翻著背包清點', '拿來 Eminem 的 《Curtain Call》', '跟 Gangstarr 的精選', '等他帶好耳機', '悄悄把音量增大', '20 秒後回頭看', '他雙眼瞪大', '頭開始抖動', '就像受到了驚嚇', ""'這是什麼 '"", ""'哥"", ""這叫 Hip-Hop'"", ""'是不是 Rua 普'"", ""'不是"", ""這不能這樣讀'"", '拼作 R-A-P', '跟我一起讀', ""'這是 Raaaaap'"", ""'噢"", '你這樣說我就明確', '我不了解', '但我喜歡這種音樂', ""只是一直沒有接觸'"", '我拿起了桌上耳麥', '熟練地把這設備接入', ""'哥你可以看我錄音"", '我寫了詞', '只是沒人幫我做伴奏', '只能用外國的墊著試', '我腦裡有個伴奏', ""但不知道怎麼做出來'"", ""'是怎麼樣的'"", '我就說', ""'那大概類似'"", 'Ay', '我想寫一首歌', '伴奏大概類似', 'Ay', '我想寫一首歌', '伴奏大概類似', 'Hey hey 2 step come on', 'Ay', '我想寫一首歌', '伴奏大概類似', 'Hey hey 2 step come on', 'Ay', '我想寫一首歌', '伴奏大概類似', 'Now I wrote that shit (come on) ay', 'Now I wrote that shit (come on) ay', 'Now I wrote that shit (come on) ay', 'Now I wrote that shit (come on)', '06 年的春天', '校門口的路邊', '露天', '跟我有宿怨的惡霸', '拿著漢堡出現', '噴著垃圾話跟挑事對白', '我摘下耳機', '拳頭握緊', '腦子飛快', '就這樣看著他', '瞪著他', '上下打量著他', '他也看著我', '對峙時', '我們都沒說話', '可尷尬的是', '我耳機漏音', '音量放太大', ""放的竟然還是 2Pac 的 《Hit' Em Up》"", 'Pac 的歌聲打破了這種寧靜', ""'不能怕'"", '我心想', ""'這就是 Pac 的命令'"", ""'你清醒"", '你是個 rapper', ""You're not a 普通學生'"", '而他', '就只想', '隨便找個人來糊弄洩憤', '他指了指我耳機線的口袋', '我說不關你事', '請你走開', '他目瞪口呆', '說', ""'我沒想做什麼'"", '我說', ""'什麼'"", '他說', ""'什麼'"", '我說', ""'你說什麼'"", '他說', ""'都說了沒什麼"", ""還想怎麼'"", ""'我真的沒想要來找你乾架"", ""起碼我現在真的不是'"", ""'你那個是啥"", ""來拿給我看'"", '他說話的語氣很固執', '可就算他說他沒 look for the trouble', '我擔心他會搶我新 iPod Shuffle', '我該給他看', '還是該直接走', '那以後再撞到', '就直接鬥毆', '一副耐人尋味的景象', '如果沉默是金', '現在氣氛就是瑞士銀行', '我不情願的掏出 iPod', '他用他粗糙的雙手接下', '我說', ""'你不要弄壞'"", '他說', ""'別怕'"", '我汗流雨下', '隱約聽到耳機裡', 'Doug E. Fresh 的 beatbox', '他來回倒弄著', '不經意地點到下一首', '跟著耳機傳來昨晚我在家裡錄的', 'Ay', '我想寫一首歌', '伴奏大概類似', 'Ay', '我想寫一首歌', '伴奏大概類似', 'Hey hey 2 step come on', 'Ay', '我想寫一首歌', '伴奏大概類似', 'Hey hey 2 step come on', 'Ay', '我想寫一首歌', '伴奏大概類似', 'Now I wrote that shit (come on) ay', 'Now I wrote that shit (come on) ay', 'Now I wrote that shit (come on) ay', 'Now I wrote that shit (come on)']",哀
周深,光亮,"['大型紀錄片 紫禁城 主題歌', '海上 一陣風吹起', '白雲湧向陸地', '季風帶走沙粒', '四季 冷暖的交替', '多鮮活的生命', '又枯萎的痕跡', '是奔跑中突然襲來的風雨', '是黑暗中一根火柴燃燒的光明', '也許你猜不透未知的宿命', '像流星飛翔著它卻不知目的', '可是啊 我卻 卻願意相信', '最渺小最微弱最柔軟最無畏的你', '用盡了全力 努力地回應', '再無邊再無盡再無解總有一線生機', '光亮你自己', '莫聽穿林打葉聲', '一蓑煙雨任平生', '暢音閣裡終一敘', '六百年一粟 滄海一夢', '可是啊 我卻 卻願意去相信', '最渺小最微弱最柔軟最無畏的你', '用盡了全力 努力地去回應', '再無邊再無盡再無解總有一線生機', '光亮你自己', '莫聽穿林打葉聲', '一蓑煙雨任平生', '暢音閣裡終一敘', '六百年一粟 滄海一夢', '無論目的 最無畏的你', '不問宿命 最無畏的你']",喜
羅瑜嘉,我愛的比你用心,"['往事像掛在腦海裡的風鈴', '時常反復回蕩逼我聆聽', '記憶的鐘擺 怎麼不肯駐停', '也好讓我有片刻安寧', '當初你走得堅決不留音訊', '我像只羔羊迷失在人群', '時光的沙漏 不會為我逆行', '不然我想我會拒絕癡情', '只怪我愛的比你用心', '所以受傷早已經註定', '忘了你也忘不掉 付出的真情', '夜夜比白天還清醒', '只怪我愛的比你用心', '所以難過都不會反省', '丟了你也丟不掉 相擁的曾經', '哪怕現在 只剩自己 冷冷清清', '當初你走得堅決不留音訊', '我像只羔羊迷失在人群', '時光的沙漏 不會為我逆行', '不然我想我會拒絕癡情', '只怪我愛的比你用心', '所以受傷早已經註定', '忘了你也忘不掉 付出的真情', '夜夜比白天還清醒', '只怪我愛的比你用心', '所以難過都不會反省', '丟了你也丟不掉 相擁的曾經', '哪怕現在 只剩自己 冷冷清清', '只怪我愛的比你用心', '所以受傷早已經註定', '忘了你也忘不掉 付出的真情', '夜夜比白天還清醒', '只怪我愛的比你用心', '所以難過都不會反省', '丟了你也丟不掉 相擁的曾經', '哪怕現在 只剩自己 冷冷清清']",哀
